,Player,Pos,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,Cmp,Att,Cmp%,KP,PPA,CrsPA,PrgP,Short Cmp,Short Att,Short Cmp%,Med. Cmp,Med. Att,Med. Cmp%,Long Cmp,Long Att,Long Cmp%,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Touches,Def 3rd Touch,Mid 3rd Touch,Att 3rd Touch,Live,Carries,TotDist,PrgDist,PrgC,1/3C,CPA,Mis,Dis,Sh,G/Sh,G/SoT,SoT,SoT%,Sh Dist,FK,xG,npxG,xA,G-xG,Live.1,Dead,FK.1,Sw,Crs,TI,CK,Head Won,Head Lost,Head Won%
553,Patrik Schick,ST,2023-2024,27.0,Czech Republic,Leverkusen,Bundesliga,20,1063,11.8,12,8,39.0,0.15,0.5,12.0,12.7,0.0,6.0,7.0,1.6,6.2,1.0,0.7,-1.0,0.13,39,0.15,0.5,12.0,30.8,12.7,0.0,350.0,7.0,15.0,208.0,90.0,349.0,0.0,7.0,6.0,1.0,1.0,0.0,184.0,231,79.7,5.0,0.0,17.0,2218,317.0,129.0,155,83.2,42.0,3.0,75.0,7,0,7,1,1,0,220,7,0,7.0
554,Jeffrey Schlupp,LW,2023-2024,30.0,Ghana,Crystal Palace,Premier League,29,1352,15.0,17,12,19.0,0.11,0.18,11.0,19.4,0.0,1.8,4.1,1.4,4.1,0.2,0.2,-0.3,0.1,19,0.11,0.18,11.0,57.9,19.4,0.0,536.0,22.0,110.0,185.0,27.0,536.0,2.0,4.0,2.0,0.0,0.0,0.0,247.0,334,74.0,9.0,2.0,33.0,3498,903.0,146.0,182,80.2,88.0,7.0,28.0,2,2,4,0,0,0,329,2,2,4.0
555,Jérémy Sebas,SS,2023-2024,20.0,Martinique,Strasbourg,Ligue 1,14,399,4.4,2,12,7.0,0.29,0.5,4.0,14.7,0.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,0.14,7,0.29,0.5,4.0,57.1,14.7,0.0,123.0,4.0,14.0,69.0,14.0,123.0,0.0,2.0,2.0,0.0,0.0,0.0,52.0,74,70.3,1.0,0.0,6.0,743,138.0,28.0,39,71.8,18.0,2.0,100.0,2,0,2,0,0,0,72,2,0,2.0
556,Demba Seck,LW,2023-2024,22.0,Senegal,Frosinone,Serie A,11,298,3.3,3,8,7.0,0.0,0.0,2.0,16.8,0.0,1.1,1.4,0.4,1.4,-1.1,-1.1,-0.3,0.16,7,0.0,0.0,2.0,28.6,16.8,0.0,141.0,1.0,11.0,72.0,13.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,92,80.4,2.0,0.0,9.0,959,206.0,50.0,57,87.7,20.0,2.0,100.0,0,0,0,0,0,0,89,0,0,0.0
557,Davie Selke,ST,2023-2024,28.0,Germany,Köln,Bundesliga,19,1265,14.1,16,3,33.0,0.18,0.55,11.0,11.1,0.0,4.8,5.2,0.3,5.2,1.2,1.2,-0.4,0.14,33,0.18,0.55,11.0,33.3,11.1,0.0,341.0,24.0,35.0,140.0,63.0,341.0,0.0,6.0,6.0,0.0,0.0,0.0,144.0,234,61.5,4.0,0.0,17.0,1808,325.0,86.0,123,69.9,42.0,3.0,75.0,6,0,6,0,0,0,211,6,0,6.0
558,Vivaldo Semedo,ST,2023-2024,18.0,Portugal,Udinese,Serie A,1,12,0.1,0,1,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0.0,,,0.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,0.0,,0,0,0,0,0,0,1,0,0,0.0
559,Antoine Semenyo,RW,2023-2024,23.0,Ghana,Bournemouth,Premier League,33,2105,23.4,25,8,70.0,0.11,0.27,30.0,17.8,0.0,4.6,7.8,2.3,7.8,3.4,3.4,-1.2,0.07,70,0.11,0.27,30.0,42.9,17.8,0.0,1015.0,31.0,137.0,526.0,124.0,1015.0,2.0,10.0,8.0,0.0,0.0,0.0,452.0,647,69.9,28.0,7.0,64.0,6944,1597.0,254.0,324,78.4,160.0,25.0,51.0,8,2,10,0,0,0,632,8,2,10.0
560,Benjamin Šeško,ST,2023-2024,20.0,Slovenia,RB Leipzig,Bundesliga,31,1526,17.0,17,14,47.0,0.3,0.56,25.0,13.0,0.0,7.7,8.8,1.3,8.8,6.3,6.3,0.9,0.16,47,0.3,0.56,25.0,53.2,13.0,0.0,528.0,31.0,67.0,253.0,87.0,528.0,2.0,16.0,14.0,0.0,0.0,0.0,215.0,330,65.2,7.0,0.0,22.0,2541,538.0,135.0,183,73.8,53.0,4.0,40.0,14,2,16,0,0,0,316,14,2,16.0
561,Aaron Seydel,ST,2023-2024,27.0,Germany,Darmstadt 98,Bundesliga,16,619,6.9,5,11,14.0,0.07,0.17,6.0,16.8,0.0,1.0,1.7,0.6,1.7,0.0,0.0,-0.7,0.07,14,0.07,0.17,6.0,42.9,16.8,0.0,283.0,13.0,20.0,128.0,31.0,283.0,0.0,1.0,1.0,0.0,0.0,0.0,110.0,190,57.9,1.0,0.0,10.0,1535,254.0,66.0,99,66.7,33.0,4.0,66.7,1,0,1,0,0,0,176,1,0,1.0
562,Stephan El Shaarawy,LW,2023-2024,30.0,Italy,Roma,Serie A,33,1738,19.3,19,14,40.0,0.08,0.3,10.0,19.1,1.0,2.5,4.8,1.8,4.8,0.5,0.5,1.7,0.06,40,0.08,0.3,10.0,25.0,19.1,1.0,843.0,28.0,159.0,328.0,60.0,843.0,4.0,7.0,3.0,0.0,0.0,0.0,545.0,662,82.3,12.0,5.0,44.0,8516,1723.0,305.0,350,87.1,194.0,37.0,72.5,3,4,7,0,0,0,617,3,4,7.0
563,Eldor Shomurodov,ST,2023-2024,28.0,Uzbekistan,Cagliari,Serie A,22,936,10.4,10,12,21.0,0.14,0.43,7.0,11.9,0.0,3.5,5.2,1.1,5.2,-0.5,-0.5,1.3,0.19,21,0.14,0.43,7.0,33.3,11.9,0.0,364.0,4.0,33.0,174.0,46.0,364.0,3.0,6.0,3.0,0.0,0.0,0.0,153.0,230,66.5,5.0,2.0,18.0,2048,487.0,97.0,131,74.0,44.0,6.0,42.9,3,3,6,0,0,0,212,3,3,6.0
564,Steven Shpendi,ST,2023-2024,20.0,Albania,Empoli,Serie A,12,411,4.6,4,8,7.0,0.0,0.0,3.0,16.8,0.0,0.4,0.9,0.2,0.9,-0.4,-0.4,0.5,0.06,7,0.0,0.0,3.0,42.9,16.8,0.0,125.0,0.0,8.0,58.0,20.0,125.0,1.0,1.0,0.0,0.0,0.0,0.0,57.0,76,75.0,3.0,0.0,6.0,717,101.0,36.0,44,81.8,16.0,0.0,,0,1,1,0,0,0,64,0,1,1.0
565,André Silva,ST,2023-2024,27.0,Portugal,Real Sociedad,La Liga,19,729,8.1,9,10,15.0,0.13,0.4,5.0,19.1,1.0,3.3,3.6,0.2,2.8,-0.3,-0.5,-0.3,0.17,15,0.13,0.4,5.0,33.3,19.1,1.0,239.0,3.0,13.0,128.0,25.0,238.0,0.0,3.0,2.0,1.0,1.0,0.0,134.0,165,81.2,1.0,0.0,7.0,1654,172.0,91.0,99,91.9,34.0,2.0,100.0,3,0,3,1,1,0,143,3,0,3.0
566,Fábio Silva,FW,2023-2024,21.0,Portugal,Wolves,Premier League,8,264,2.9,3,5,7.0,0.0,0.0,3.0,13.8,0.0,1.0,1.2,0.1,1.2,-1.0,-1.0,-0.2,0.15,7,0.0,0.0,3.0,42.9,13.8,0.0,118.0,4.0,24.0,44.0,12.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,76,80.3,0.0,0.0,10.0,779,174.0,37.0,43,86.0,16.0,1.0,25.0,0,0,0,0,0,0,72,0,0,0.0
567,Giovanni Simeone,ST,2023-2024,28.0,Argentina,Napoli,Serie A,28,800,8.9,8,20,35.0,0.03,0.08,12.0,14.6,0.0,3.4,3.9,0.8,3.9,-2.4,-2.4,-0.6,0.1,35,0.03,0.08,12.0,34.3,14.6,0.0,301.0,7.0,19.0,159.0,56.0,301.0,0.0,1.0,1.0,0.0,0.0,0.0,132.0,187,70.6,5.0,1.0,13.0,1760,309.0,79.0,95,83.2,37.0,6.0,40.0,1,0,1,0,0,0,170,1,0,1.0
568,Giuliano Simeone,FW,2023-2024,20.0,Argentina,Alavés,La Liga,14,630,7.0,6,8,14.0,0.07,0.5,2.0,19.7,0.0,2.4,4.4,1.2,3.6,-1.4,-0.6,0.0,0.12,14,0.07,0.5,2.0,14.3,19.7,0.0,254.0,5.0,43.0,137.0,27.0,253.0,2.0,3.0,1.0,0.0,1.0,1.0,114.0,169,67.5,12.0,1.0,24.0,1546,563.0,70.0,93,75.3,34.0,3.0,42.9,1,2,3,0,1,1,165,1,2,3.0
569,Moses Simon,FWMF,2023-2024,28.0,Nigeria,Nantes,Ligue 1,22,1788,19.9,21,1,33.0,0.06,0.17,12.0,16.5,0.0,4.1,7.8,5.6,7.0,-1.1,-1.3,1.3,0.1,33,0.06,0.17,12.0,36.4,16.5,0.0,706.0,6.0,50.0,441.0,117.0,705.0,5.0,8.0,2.0,1.0,1.0,0.0,318.0,508,62.6,21.0,14.0,36.0,5209,1351.0,164.0,212,77.4,114.0,25.0,44.6,3,5,8,1,1,0,472,3,5,8.0
570,Luis Sinisterra,LW,2023-2024,24.0,Colombia,Bournemouth,Premier League,20,699,7.8,7,13,27.0,0.07,0.25,8.0,13.9,0.0,2.5,5.0,1.1,5.0,-0.5,-0.5,-0.4,0.09,27,0.07,0.25,8.0,29.6,13.9,0.0,430.0,11.0,63.0,242.0,83.0,430.0,2.0,4.0,2.0,0.0,0.0,0.0,226.0,292,77.4,16.0,1.0,38.0,3223,747.0,145.0,169,85.8,57.0,13.0,65.0,2,2,4,0,0,0,292,2,2,4.0
571,Tim Skarke,ST,2023-2024,26.0,Germany,Darmstadt 98,Bundesliga,30,2404,26.7,29,1,69.0,0.12,0.4,20.0,21.9,1.0,3.6,5.7,3.0,5.7,4.4,4.4,-2.1,0.05,69,0.12,0.4,20.0,29.0,21.9,1.0,1134.0,32.0,199.0,482.0,71.0,1134.0,0.0,8.0,8.0,0.0,0.0,0.0,622.0,855,72.7,33.0,14.0,80.0,10477,2900.0,307.0,364,84.3,219.0,72.0,56.7,8,0,8,0,0,0,777,8,0,8.0
572,Alex Sola,RW,2023-2024,24.0,Spain,Alavés,La Liga,29,1262,14.0,14,15,28.0,0.0,0.0,7.0,17.6,2.0,1.6,3.9,2.1,3.9,-1.6,-1.6,0.7,0.06,28,0.0,0.0,7.0,25.0,17.6,2.0,630.0,12.0,110.0,316.0,48.0,630.0,3.0,3.0,0.0,0.0,0.0,0.0,269.0,430,62.6,19.0,9.0,42.0,4680,1722.0,131.0,154,85.1,101.0,33.0,40.2,0,3,3,0,0,0,364,0,3,3.0
573,Dominic Solanke,ST,2023-2024,25.0,England,Bournemouth,Premier League,38,3325,36.9,37,1,106.0,0.16,0.49,35.0,12.2,0.0,19.6,22.7,2.0,20.3,-0.6,-0.2,0.0,0.16,106,0.16,0.49,35.0,33.0,12.2,0.0,1069.0,57.0,113.0,547.0,216.0,1066.0,3.0,22.0,17.0,2.0,3.0,1.0,400.0,544,73.5,24.0,3.0,60.0,5026,1387.0,262.0,315,83.2,93.0,11.0,61.1,19,3,22,2,3,1,485,19,3,22.0
574,Ola Solbakken,LW,2023-2024,24.0,Norway,Roma,Serie A,1,23,0.3,0,1,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0.0,,,0.0,8.0,0.0,2.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8,75.0,0.0,0.0,0.0,96,4.0,4.0,5,80.0,1.0,1.0,100.0,0,0,0,0,0,0,8,0,0,0.0
575,Manor Solomon,RW,2023-2024,24.0,Israel,Tottenham,Premier League,5,199,2.2,2,3,7.0,0.0,0.0,1.0,16.8,0.0,0.4,1.2,0.8,1.2,-0.4,-0.4,1.2,0.06,7,0.0,0.0,1.0,14.3,16.8,0.0,125.0,1.0,14.0,83.0,20.0,125.0,2.0,2.0,0.0,0.0,0.0,0.0,78.0,90,86.7,7.0,1.0,11.0,1105,196.0,45.0,48,93.8,28.0,3.0,75.0,0,2,2,0,0,0,90,0,2,2.0
576,Riccardo Sottil,LW,2023-2024,24.0,Italy,Fiorentina,Serie A,22,1103,12.3,13,9,34.0,0.06,0.15,13.0,17.0,1.0,2.6,5.1,2.4,5.1,-0.6,-0.6,0.5,0.08,34,0.06,0.15,13.0,38.2,17.0,1.0,563.0,3.0,32.0,361.0,63.0,563.0,3.0,5.0,2.0,0.0,0.0,0.0,331.0,421,78.6,16.0,7.0,33.0,5471,827.0,161.0,184,87.5,142.0,20.0,57.1,2,3,5,0,0,0,419,2,3,5.0
577,Matìas Soulé,RW,2023-2024,20.0,Argentina,2 Teams,Serie A,36,3121,34.7,36,0,77.0,0.08,0.33,18.0,22.2,7.0,10.5,17.0,5.3,12.3,0.5,0.3,-3.6,0.07,77,0.08,0.33,18.0,23.4,22.2,7.0,2015.0,18.0,194.0,947.0,102.0,2009.0,3.0,14.0,6.0,5.0,6.0,1.0,1197.0,1535,78.0,78.0,12.0,198.0,18531,5372.0,654.0,749,87.3,411.0,89.0,54.6,11,3,14,5,6,1,1387,11,3,14.0
578,Issa Soumaré,LW,2023-2024,22.0,Senegal,Le Havre,Ligue 1,7,237,2.6,3,4,5.0,0.0,0.0,1.0,22.8,0.0,0.4,1.0,0.1,1.0,-0.4,-0.4,-0.6,0.08,5,0.0,0.0,1.0,20.0,22.8,0.0,98.0,4.0,8.0,43.0,6.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,62,53.2,0.0,0.0,4.0,428,98.0,20.0,32,62.5,10.0,0.0,0.0,0,0,0,0,0,0,58,0,0,0.0
579,Alexander Sørloth,ST,2023-2024,27.0,Norway,Villarreal,La Liga,34,2489,27.7,30,4,78.0,0.29,0.64,36.0,12.1,0.0,12.3,16.7,3.0,16.7,10.7,10.7,1.6,0.16,78,0.29,0.64,36.0,46.2,12.1,0.0,797.0,33.0,61.0,417.0,150.0,797.0,6.0,29.0,23.0,0.0,0.0,0.0,357.0,476,75.0,15.0,1.0,40.0,4827,666.0,228.0,271,84.1,107.0,11.0,55.0,23,6,29,0,0,0,448,23,6,29.0
580,Raheem Sterling,LW,2023-2024,28.0,England,Chelsea,Premier League,31,1978,22.0,22,9,51.0,0.16,0.38,21.0,14.5,5.0,6.5,11.0,4.3,11.0,1.5,1.5,-0.5,0.13,51,0.16,0.38,21.0,41.2,14.5,5.0,1019.0,8.0,77.0,638.0,167.0,1019.0,4.0,12.0,8.0,0.0,0.0,0.0,538.0,728,73.9,35.0,7.0,78.0,7091,1775.0,363.0,428,84.8,135.0,18.0,54.5,8,4,12,0,0,0,716,8,4,12.0
581,Trivante Stewart,ST,2023-2024,23.0,Jamaica,Salernitana,Serie A,4,100,1.1,0,4,2.0,0.0,0.0,1.0,22.7,0.0,0.1,0.1,0.0,0.1,-0.1,-0.1,-0.1,0.04,2,0.0,0.0,1.0,50.0,22.7,0.0,39.0,0.0,2.0,22.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,27,66.7,0.0,0.0,0.0,266,20.0,12.0,13,92.3,5.0,1.0,50.0,0,0,0,0,0,0,21,0,0,0.0
582,Filip Stojilković,ST,2023-2024,23.0,Switzerland,Darmstadt 98,Bundesliga,6,154,1.7,0,6,4.0,0.0,0.0,1.0,20.5,0.0,0.2,0.2,0.0,0.2,-0.2,-0.2,0.0,0.05,4,0.0,0.0,1.0,25.0,20.5,0.0,35.0,1.0,2.0,21.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21,47.6,1.0,0.0,3.0,176,45.0,3.0,8,37.5,7.0,0.0,,0,0,0,0,0,0,20,0,0,0.0
583,Jørgen Strand Larsen,ST,2023-2024,23.0,Norway,Celta Vigo,La Liga,37,2863,31.8,36,1,82.0,0.16,0.37,35.0,11.2,0.0,14.5,17.0,2.1,17.0,-1.5,-1.5,0.5,0.18,82,0.16,0.37,35.0,42.7,11.2,0.0,997.0,19.0,69.0,471.0,165.0,997.0,3.0,16.0,13.0,0.0,0.0,0.0,423.0,618,68.4,15.0,3.0,25.0,5082,766.0,286.0,370,77.3,85.0,15.0,65.2,13,3,16,0,0,0,587,13,3,16.0
584,Gabriel Strefezza,RW,2023-2024,26.0,Brazil,Lecce,Serie A,19,1112,12.4,13,6,27.0,0.0,0.0,5.0,22.8,1.0,2.5,3.6,1.3,2.8,-1.5,-1.7,-1.2,0.06,27,0.0,0.0,5.0,18.5,22.8,1.0,561.0,11.0,61.0,278.0,21.0,560.0,0.0,1.0,0.0,1.0,1.0,0.0,300.0,412,72.8,20.0,7.0,54.0,5197,1463.0,151.0,174,86.8,103.0,37.0,52.9,1,0,1,1,1,0,352,1,0,1.0
585,Cristhian Stuani,ST,2023-2024,36.0,Uruguay,Girona,La Liga,31,804,8.9,5,26,34.0,0.26,0.53,17.0,9.0,0.0,9.6,11.5,0.5,11.5,-0.6,-0.6,1.1,0.3,34,0.26,0.53,17.0,50.0,9.0,0.0,218.0,16.0,34.0,94.0,47.0,218.0,3.0,12.0,9.0,0.0,0.0,0.0,84.0,115,73.0,1.0,0.0,5.0,1007,130.0,53.0,68,77.9,21.0,2.0,40.0,9,3,12,0,0,0,101,9,3,12.0
586,Isaac Success,ST,2023-2024,27.0,Nigeria,Udinese,Serie A,27,880,9.8,9,18,18.0,0.06,0.25,4.0,16.9,0.0,2.7,3.8,0.6,3.0,-1.7,-0.9,-0.1,0.11,18,0.06,0.25,4.0,22.2,16.9,0.0,332.0,14.0,28.0,151.0,28.0,331.0,1.0,2.0,1.0,0.0,1.0,1.0,130.0,204,63.7,4.0,0.0,17.0,1955,467.0,76.0,111,68.5,35.0,11.0,52.4,1,1,2,0,1,1,201,1,1,2.0
587,Max Svensson,ST,2023-2024,,Spain,Osasuna,La Liga,1,3,0.0,0,1,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0.0,,,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,0.0,,0,0,0,0,0,0,0,0,0,0.0
588,Williot Swedberg,LW,2023-2024,19.0,Sweden,Celta Vigo,La Liga,15,439,4.9,4,11,12.0,0.42,0.83,6.0,14.8,0.0,2.3,2.5,0.7,2.5,2.7,2.7,-0.2,0.19,12,0.42,0.83,6.0,50.0,14.8,0.0,175.0,1.0,22.0,87.0,23.0,175.0,0.0,5.0,5.0,0.0,0.0,0.0,80.0,108,74.1,3.0,1.0,6.0,1055,244.0,45.0,56,80.4,21.0,4.0,66.7,5,0,5,0,0,0,102,5,0,5.0
589,Karol Świderski,ST,2023-2024,26.0,Poland,Hellas Verona,Serie A,15,504,5.6,3,12,15.0,0.13,0.33,6.0,13.7,0.0,1.7,2.2,0.6,2.2,0.3,0.3,-0.4,0.12,15,0.13,0.33,6.0,40.0,13.7,0.0,200.0,6.0,25.0,88.0,22.0,200.0,0.0,2.0,2.0,0.0,0.0,0.0,84.0,120,70.0,4.0,1.0,13.0,1154,281.0,45.0,55,81.8,30.0,2.0,40.0,2,0,2,0,0,0,108,2,0,2.0
590,Mamadou Sylla,ST,2023-2024,29.0,Senegal,Alavés,La Liga,2,18,0.2,0,2,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0.0,,,0.0,13.0,1.0,3.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7,42.9,0.0,0.0,1.0,64,6.0,1.0,4,25.0,1.0,1.0,100.0,0,0,0,0,0,0,6,0,0,0.0
591,Musa Al-Taamari,RW,2023-2024,26.0,Jordan,Montpellier,Ligue 1,27,1928,21.4,24,3,46.0,0.11,0.26,19.0,17.8,0.0,3.6,7.1,2.0,7.1,1.4,1.4,-1.5,0.08,46,0.11,0.26,19.0,41.3,17.8,0.0,843.0,8.0,95.0,444.0,92.0,843.0,2.0,7.0,5.0,0.0,0.0,0.0,402.0,553,72.7,28.0,0.0,54.0,5492,1444.0,233.0,290,80.3,119.0,16.0,61.5,5,2,7,0,0,0,515,5,2,7.0
592,Yassin Tallal,LW,2023-2024,18.0,Spain,Getafe,La Liga,1,3,0.0,0,1,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0.0,,,0.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0.0
593,Marcus Tavernier,LW,2023-2024,24.0,England,Bournemouth,Premier League,30,2118,23.5,25,5,53.0,0.06,0.19,16.0,20.0,4.0,3.9,9.1,4.2,9.1,-0.9,-0.9,-1.2,0.07,53,0.06,0.19,16.0,30.2,20.0,4.0,1246.0,34.0,182.0,686.0,94.0,1246.0,4.0,7.0,3.0,0.0,0.0,0.0,658.0,920,71.5,35.0,7.0,84.0,10699,3392.0,358.0,421,85.0,222.0,60.0,42.3,3,4,7,0,0,0,790,3,4,7.0
594,Loum Tchaouna,SS,2023-2024,19.0,France,Salernitana,Serie A,33,2100,23.3,23,10,44.0,0.09,0.27,15.0,20.3,0.0,2.6,4.1,1.3,4.1,1.4,1.4,1.5,0.06,44,0.09,0.27,15.0,34.1,20.3,0.0,1026.0,12.0,120.0,448.0,72.0,1026.0,3.0,7.0,4.0,0.0,0.0,0.0,505.0,766,65.9,22.0,7.0,59.0,7384,2039.0,298.0,375,79.5,151.0,34.0,45.3,4,3,7,0,0,0,717,4,3,7.0
595,Mathys Tel,LW,2023-2024,18.0,France,Bayern Munich,Bundesliga,30,1050,11.7,6,24,43.0,0.16,0.39,18.0,15.9,0.0,3.7,6.0,3.0,6.0,3.3,3.3,2.7,0.09,43,0.16,0.39,18.0,41.9,15.9,0.0,589.0,7.0,62.0,333.0,80.0,589.0,5.0,12.0,7.0,0.0,0.0,0.0,340.0,410,82.9,19.0,6.0,27.0,5395,862.0,183.0,204,89.7,135.0,18.0,72.0,7,5,12,0,0,0,389,7,5,12.0
596,Martin Terrier,SS,2023-2024,26.0,France,Rennes,Ligue 1,24,1527,17.0,19,5,38.0,0.18,0.44,16.0,12.8,0.0,5.2,7.8,2.4,7.8,1.8,1.8,0.4,0.14,38,0.18,0.44,16.0,42.1,12.8,0.0,679.0,19.0,75.0,323.0,87.0,679.0,3.0,10.0,7.0,0.0,0.0,0.0,395.0,497,79.5,18.0,0.0,58.0,5865,1309.0,220.0,277,79.4,135.0,23.0,95.8,7,3,10,0,0,0,480,7,3,10.0
597,Benjamin Tetteh,ST,2023-2024,26.0,Ghana,Metz,Ligue 1,12,278,3.1,1,11,3.0,0.0,0.0,1.0,17.6,0.0,0.3,0.3,0.2,0.3,-0.3,-0.3,-0.1,0.09,3,0.0,0.0,1.0,33.3,17.6,0.0,112.0,1.0,11.0,34.0,7.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,77,63.6,0.0,0.0,6.0,633,148.0,24.0,37,64.9,19.0,0.0,0.0,0,0,0,0,0,0,71,0,0,0.0
598,Florian Thauvin,SS,2023-2024,30.0,France,Udinese,Serie A,29,1710,19.0,19,10,47.0,0.09,0.29,14.0,18.2,4.0,4.7,9.0,4.1,8.2,0.3,0.1,-1.2,0.08,47,0.09,0.29,14.0,29.8,18.2,4.0,774.0,4.0,70.0,385.0,82.0,773.0,3.0,8.0,4.0,1.0,1.0,0.0,385.0,548,70.3,39.0,16.0,69.0,6704,2190.0,189.0,231,81.8,131.0,49.0,53.8,5,3,8,1,1,0,468,5,3,8.0
599,Jan Thielmann,RW,2023-2024,21.0,Germany,Köln,Bundesliga,22,1579,17.5,20,2,37.0,0.03,0.08,12.0,18.8,0.0,2.3,3.3,1.2,3.3,-1.3,-1.3,-1.1,0.06,37,0.03,0.08,12.0,32.4,18.8,0.0,760.0,35.0,177.0,272.0,34.0,760.0,0.0,1.0,1.0,0.0,0.0,0.0,364.0,551,66.1,13.0,8.0,51.0,6590,2186.0,150.0,201,74.6,172.0,38.0,48.1,1,0,1,0,0,0,465,1,0,1.0
600,Marcus Thuram,ST,2023-2024,25.0,France,Inter,Serie A,35,2687,29.9,34,1,77.0,0.17,0.45,29.0,11.8,0.0,14.3,18.0,3.6,18.0,-1.3,-1.3,3.3,0.19,77,0.17,0.45,29.0,37.7,11.8,0.0,967.0,26.0,83.0,474.0,176.0,967.0,7.0,20.0,13.0,0.0,0.0,0.0,476.0,656,72.6,19.0,4.0,47.0,5687,1049.0,313.0,396,79.0,100.0,16.0,66.7,13,7,20,0,0,0,641,13,7,20.0
601,Cheikh Tidiane Sabaly,LW,2023-2024,24.0,Senegal,Metz,Ligue 1,29,1379,15.3,17,12,21.0,0.14,0.33,9.0,17.6,0.0,2.7,3.8,0.7,3.8,0.3,0.3,-0.2,0.13,21,0.14,0.33,9.0,42.9,17.6,0.0,571.0,23.0,117.0,215.0,45.0,571.0,1.0,4.0,3.0,0.0,0.0,0.0,290.0,370,78.4,4.0,0.0,36.0,4575,1070.0,139.0,175,79.4,123.0,17.0,81.0,3,1,4,0,0,0,367,3,1,4.0
602,Phillip Tietz,ST,2023-2024,26.0,Germany,Augsburg,Bundesliga,34,2382,26.5,31,3,52.0,0.15,0.44,18.0,15.1,1.0,8.2,10.8,3.4,10.8,-0.2,-0.2,1.4,0.16,52,0.15,0.44,18.0,34.6,15.1,1.0,815.0,37.0,89.0,382.0,122.0,815.0,4.0,12.0,8.0,0.0,0.0,0.0,332.0,534,62.2,15.0,1.0,51.0,4822,1198.0,191.0,280,68.2,101.0,22.0,61.1,8,4,12,0,0,0,520,8,4,12.0
603,Steffen Tigges,ST,2023-2024,25.0,Germany,Köln,Bundesliga,25,727,8.1,6,19,22.0,0.14,0.33,9.0,13.0,0.0,2.6,4.1,0.7,4.1,0.4,0.4,-1.6,0.16,22,0.14,0.33,9.0,40.9,13.0,0.0,295.0,14.0,33.0,102.0,35.0,295.0,0.0,3.0,3.0,0.0,0.0,0.0,118.0,203,58.1,5.0,0.0,10.0,1535,310.0,69.0,115,60.0,38.0,2.0,33.3,3,0,3,0,0,0,196,3,0,3.0
604,Raúl de Tomás,ST,2023-2024,28.0,Spain,Rayo Vallecano,La Liga,25,1272,14.1,15,10,38.0,0.0,0.0,11.0,18.5,3.0,3.4,4.7,0.4,3.9,-2.4,-2.6,0.7,0.07,38,0.0,0.0,11.0,28.9,18.5,3.0,439.0,12.0,33.0,183.0,58.0,438.0,2.0,3.0,0.0,1.0,1.0,0.0,207.0,272,76.1,3.0,0.0,23.0,3281,443.0,110.0,132,83.3,61.0,21.0,72.4,1,2,3,1,1,0,250,1,2,3.0
605,Tiago Tomás,LW,2023-2024,21.0,Portugal,Wolfsburg,Bundesliga,26,1032,11.5,11,15,27.0,0.04,0.1,10.0,13.5,0.0,2.7,3.5,0.9,3.5,-1.7,-1.7,0.2,0.1,27,0.04,0.1,10.0,37.0,13.5,0.0,447.0,9.0,61.0,206.0,53.0,447.0,1.0,2.0,1.0,0.0,0.0,0.0,181.0,278,65.1,10.0,1.0,17.0,2524,435.0,112.0,145,77.2,54.0,8.0,38.1,1,1,2,0,0,0,264,1,1,2.0
